0,1,2,3,4,5,6,7,8,9,10,11,12,13
19.0,225745.0,0.566,0.797,2.0,-4.036,0.0,0.0387,0.0421,0.0261,0.295,0.232,150.015,4.0
21.0,159517.0,0.634,0.565,0.0,-7.043,1.0,0.0481,0.0779,1.87e-06,0.109,0.131,164.909,4.0
20.0,228008.0,0.62,0.905,0.0,-3.31,1.0,0.13,0.00135,0.595,0.0598,0.0377,150.013,4.0
57.0,186424.0,0.537,0.892,8.0,-3.613,1.0,0.0361,0.103,3.03e-05,0.126,0.525,150.092,4.0
19.0,220000.0,0.486,0.746,8.0,-5.85,1.0,0.0322,0.0942,4.97e-06,0.0959,0.145,150.0,4.0
20.0,229548.0,0.509,0.973,2.0,-3.078,1.0,0.419,0.0241,0.0001,0.158,0.173,154.966,4.0
20.0,188147.0,0.378,0.675,0.0,-6.835,1.0,0.033,0.000158,1.71e-05,0.314,0.487,160.035,4.0
19.0,228800.0,0.438,0.975,6.0,-2.279,1.0,0.0453,0.00129,3.04e-05,0.304,0.13,149.919,4.0
19.0,191941.0,0.397,0.933,10.0,-2.932,0.0,0.0877,0.00456,0.0605,0.262,0.314,149.963,3.0
19.0,208979.0,0.551,0.959,7.0,-7.451,1.0,0.0507,0.00126,0.846,0.0597,0.33,149.997,4.0
20.0,183760.0,0.506,0.973,7.0,-4.023,1.0,0.125,0.165,0.0269,0.391,0.218,160.056,3.0
20.0,154590.0,0.812,0.819,2.0,-7.557,1.0,0.0896,0.102,0.0,0.29,0.36,90.003,4.0
46.0,86000.0,0.633,0.962,8.0,-3.411,1.0,0.242,0.00825,0.0,0.377,0.577,94.049,4.0
20.0,193916.0,0.417,0.688,7.0,-6.234,1.0,0.0358,2.32e-05,1.96e-05,0.0796,0.578,170.014,4.0
22.0,292759.0,0.751,0.797,6.0,-8.949,1.0,0.0717,0.0113,0.809,0.0529,0.1,174.087,4.0
19.0,286492.0,0.544,0.934,1.0,-0.844,1.0,0.0469,0.125,0.0,0.173,0.0695,100.04,4.0
20.0,189160.0,0.32,0.992,0.0,-4.902,1.0,0.102,0.0334,0.847,0.513,0.202,157.584,4.0
19.0,200000.0,0.573,0.988,7.0,-4.526,1.0,0.348,0.0358,0.0,0.364,0.35,150.003,4.0
53.0,192500.0,0.553,0.594,2.0,-6.451,1.0,0.0306,0.298,6.17e-05,0.262,0.287,149.915,4.0
19.0,383998.0,0.578,0.781,10.0,-6.381,0.0,0.0688,0.00533,0.331,0.0824,0.519,147.012,4.0
20.0,155931.0,0.684,0.961,4.0,-0.093,0.0,0.149,0.139,0.0,0.192,0.0463,99.984,4.0
20.0,367910.0,0.394,0.949,1.0,-4.029,1.0,0.0712,0.0031,0.00488,0.399,0.11,150.045,4.0
19.0,195533.0,0.613,0.813,7.0,-6.703,1.0,0.0541,0.0106,0.461,0.31,0.277,149.987,4.0
47.0,217599.0,0.424,0.846,1.0,-6.745,1.0,0.0649,0.000141,2.4e-06,0.0999,0.0887,160.036,4.0
47.0,219061.0,0.525,0.994,1.0,-3.197,0.0,0.0769,0.00204,0.744,0.301,0.343,150.02,4.0
37.0,239907.0,0.53,0.99,11.0,-2.298,1.0,0.161,0.0104,2.88e-05,0.664,0.53,150.144,4.0
37.0,173366.0,0.352,0.992,5.0,-1.314,0.0,0.069,0.000731,0.713,0.578,0.271,154.777,4.0
20.0,219152.0,0.577,0.936,9.0,-6.131,1.0,0.0618,0.00177,0.811,0.259,0.201,149.026,4.0
20.0,221427.0,0.823,0.837,10.0,-5.261,0.0,0.15,0.21,0.000137,0.0691,0.331,179.989,4.0
20.0,303262.0,0.488,0.965,7.0,-5.002,1.0,0.0385,0.00342,0.503,0.129,0.708,150.018,4.0
19.0,275920.0,0.607,0.947,1.0,-6.687,1.0,0.0629,0.00093,0.31,0.267,0.196,151.358,4.0
20.0,240000.0,0.61,0.981,1.0,-1.252,1.0,0.42,0.0272,0.0817,0.378,0.118,155.136,4.0
20.0,273006.0,0.578,0.913,6.0,-5.983,1.0,0.0533,0.0023,0.00106,0.26,0.508,147.051,4.0
21.0,165375.0,0.517,0.983,6.0,-1.584,0.0,0.368,0.0173,5.01e-05,0.33,0.131,160.117,4.0
20.0,178621.0,0.523,0.971,4.0,-2.556,0.0,0.0873,0.0512,0.0,0.15,0.374,155.1,4.0
20.0,185600.0,0.563,0.949,2.0,-3.981,1.0,0.0373,0.02,3.79e-05,0.499,0.271,149.929,4.0
19.0,182800.0,0.463,0.901,0.0,-1.915,0.0,0.0353,0.0506,1.14e-05,0.18,0.532,150.146,4.0
20.0,342993.0,0.423,0.922,8.0,-5.051,1.0,0.218,0.00642,0.439,0.21,0.283,150.055,4.0
21.0,147064.0,0.511,0.96,8.0,-3.884,1.0,0.291,0.144,0.325,0.353,0.44,152.592,4.0
20.0,233766.0,0.624,0.928,5.0,-5.426,1.0,0.0523,0.00757,0.413,0.0559,0.806,154.015,4.0
20.0,179750.0,0.529,0.953,1.0,-5.211,0.0,0.0566,0.0362,0.645,0.401,0.433,150.005,4.0
20.0,337739.0,0.53,0.98,9.0,-5.23,0.0,0.0917,0.00871,0.0662,0.0768,0.272,150.022,4.0
20.0,268800.0,0.506,0.947,0.0,-3.005,0.0,0.08,0.00601,0.00282,0.295,0.236,150.022,4.0
21.0,225653.0,0.689,0.955,7.0,-1.422,1.0,0.302,0.159,0.0,0.031,0.158,100.188,4.0
20.0,350400.0,0.652,0.937,10.0,-5.301,0.0,0.092,0.0292,0.00122,0.595,0.435,150.021,4.0
19.0,208627.0,0.476,0.985,1.0,-1.558,0.0,0.384,0.0187,0.0,0.371,0.0735,152.954,4.0
21.0,233850.0,0.478,0.971,7.0,-2.799,1.0,0.281,0.00232,0.0,0.533,0.224,157.03,4.0
20.0,201315.0,0.416,0.849,8.0,-6.023,0.0,0.0727,0.119,0.0,0.202,0.708,151.982,4.0
20.0,174967.0,0.554,0.932,5.0,-4.322,0.0,0.152,0.0769,0.0,0.39,0.344,155.019,4.0
21.0,229120.0,0.483,0.924,9.0,-2.388,0.0,0.0805,0.00584,2.16e-05,0.316,0.0693,154.884,4.0
19.0,154531.0,0.543,0.888,8.0,-5.131,1.0,0.0937,0.00137,0.00901,0.0939,0.502,74.993,4.0
20.0,414708.0,0.656,0.733,10.0,-6.127,0.0,0.0431,0.000616,0.864,0.0685,0.274,149.998,4.0
19.0,171870.0,0.512,0.98,11.0,-3.614,1.0,0.239,0.0368,0.00481,0.317,0.326,155.115,4.0
19.0,232000.0,0.503,0.889,1.0,-4.608,0.0,0.0368,0.0149,0.00186,0.199,0.301,149.934,4.0
19.0,233728.0,0.454,0.952,11.0,-2.6,0.0,0.199,0.0447,0.000243,0.0441,0.233,170.01,4.0
19.0,192189.0,0.493,0.928,11.0,-3.883,1.0,0.0501,0.000311,0.000351,0.285,0.284,150.044,4.0
20.0,275806.0,0.399,0.89,10.0,-4.883,0.0,0.13,0.00702,2.76e-06,0.308,0.316,154.858,4.0
19.0,207100.0,0.566,0.94,5.0,-2.815,0.0,0.0418,0.00143,0.000773,0.289,0.458,150.031,4.0
21.0,210947.0,0.648,0.987,7.0,-0.761,1.0,0.198,0.237,5.71e-05,0.0757,0.305,95.006,4.0
20.0,193600.0,0.447,0.962,2.0,-0.887,1.0,0.128,0.0232,3.71e-05,0.355,0.43,75.07,4.0
20.0,207483.0,0.276,0.956,8.0,-2.033,0.0,0.0714,0.139,0.0365,0.0811,0.121,154.973,4.0
20.0,208870.0,0.455,0.997,2.0,-1.513,1.0,0.404,0.0444,1.54e-06,0.723,0.37,154.985,4.0
20.0,191975.0,0.584,0.999,6.0,-1.14,0.0,0.457,0.22,0.0535,0.337,0.034,155.042,4.0
19.0,207487.0,0.432,0.916,0.0,-1.805,0.0,0.0372,0.11,0.0,0.171,0.199,155.011,4.0
52.0,241556.0,0.427,0.881,4.0,-2.691,0.0,0.359,0.0182,0.0,0.0423,0.291,154.998,4.0
21.0,161825.0,0.279,0.961,9.0,-3.239,1.0,0.567,0.0146,0.0,0.351,0.115,160.349,4.0
20.0,236174.0,0.528,0.877,6.0,-4.089,1.0,0.0418,0.0463,0.0,0.368,0.535,150.06,4.0
19.0,194000.0,0.507,0.782,7.0,-4.294,0.0,0.0891,0.018,1.03e-06,0.185,0.307,154.923,4.0
43.0,210422.0,0.684,0.977,10.0,-5.359,0.0,0.17,0.0811,0.796,0.316,0.186,141.98,4.0
47.0,266800.0,0.512,0.805,0.0,-3.502,0.0,0.0434,0.00716,0.00018,0.189,0.216,149.913,4.0
46.0,334939.0,0.479,0.993,5.0,-3.77,1.0,0.188,0.0772,0.254,0.12,0.0957,150.001,4.0
44.0,240822.0,0.271,0.816,9.0,-2.332,1.0,0.0441,0.0568,0.0,0.397,0.139,150.053,4.0
40.0,195200.0,0.549,0.921,0.0,-1.185,0.0,0.0636,0.00734,7.37e-05,0.184,0.261,149.955,4.0
32.0,194693.0,0.686,0.718,11.0,-4.619,0.0,0.0454,0.353,0.000114,0.0561,0.544,98.02,4.0
55.0,219027.0,0.54,0.966,7.0,-3.075,1.0,0.0643,0.0133,0.00215,0.846,0.446,150.007,1.0
26.0,346808.0,0.458,0.856,9.0,-4.81,1.0,0.0798,0.0122,0.754,0.0916,0.133,149.391,4.0
44.0,201185.0,0.432,0.98,1.0,-3.199,0.0,0.359,0.00122,0.0016,0.855,0.246,154.907,4.0
20.0,359263.0,0.488,0.953,6.0,-4.987,0.0,0.263,0.134,0.098,0.108,0.164,163.041,4.0
21.0,240562.0,0.749,0.855,7.0,-2.574,1.0,0.313,0.108,0.000462,0.106,0.305,165.013,4.0
22.0,196624.0,0.605,0.967,6.0,-2.881,1.0,0.0449,0.0406,0.00302,0.351,0.356,175.039,4.0
21.0,230000.0,0.386,0.81,0.0,-7.279,0.0,0.0445,0.00457,1.4e-05,0.0589,0.117,149.921,4.0
20.0,144129.0,0.706,0.995,11.0,-2.563,0.0,0.323,0.29,0.0107,0.09,0.119,155.085,4.0
21.0,164000.0,0.723,0.891,7.0,-4.953,0.0,0.108,0.132,0.0,0.0832,0.743,139.969,4.0
20.0,285456.0,0.273,0.962,1.0,-5.502,1.0,0.487,0.00574,0.189,0.181,0.0786,150.015,4.0
20.0,243040.0,0.516,0.994,9.0,-2.991,0.0,0.102,0.00357,0.0163,0.436,0.341,149.988,4.0
20.0,317666.0,0.618,0.761,6.0,-4.882,1.0,0.0872,0.0961,0.374,0.0812,0.167,150.051,4.0
20.0,217893.0,0.567,0.908,8.0,-8.644,0.0,0.0731,0.0466,0.256,0.511,0.112,152.003,4.0
20.0,195789.0,0.624,0.951,1.0,-4.015,1.0,0.198,0.0616,0.0,0.0791,0.191,152.118,4.0
19.0,180049.0,0.504,0.988,6.0,-1.422,1.0,0.14,0.0997,0.000426,0.117,0.466,152.16,4.0
20.0,357200.0,0.567,0.904,7.0,-7.718,1.0,0.0639,0.00146,0.509,0.254,0.0399,150.029,4.0
21.0,185200.0,0.699,0.707,7.0,-5.592,1.0,0.0452,0.00792,2.72e-05,0.0699,0.187,150.036,4.0
20.0,364081.0,0.446,0.951,5.0,-3.797,1.0,0.198,0.00518,4.02e-06,0.17,0.191,146.872,4.0
20.0,357725.0,0.625,0.981,0.0,-4.675,1.0,0.159,0.145,0.000633,0.0866,0.136,149.983,4.0
21.0,201901.0,0.525,0.902,1.0,-4.322,1.0,0.243,0.169,5.41e-06,0.358,0.178,95.013,4.0
20.0,193548.0,0.476,0.974,2.0,-4.279,0.0,0.449,0.011,0.0,0.331,0.0731,154.99,4.0
20.0,183233.0,0.545,0.892,7.0,-5.597,1.0,0.0841,0.0138,0.00722,0.209,0.138,150.077,4.0
20.0,452013.0,0.743,0.944,6.0,-8.815,1.0,0.302,0.154,0.288,0.295,0.0361,142.992,4.0
20.0,329049.0,0.563,0.919,1.0,-6.058,1.0,0.257,0.00188,0.768,0.1,0.43,75.014,4.0
21.0,203200.0,0.519,0.744,8.0,-6.687,1.0,0.0457,0.0991,2.72e-06,0.124,0.101,149.971,4.0
20.0,203572.0,0.455,0.984,7.0,-2.397,1.0,0.113,0.000824,0.0,0.694,0.285,154.828,4.0
21.0,445997.0,0.568,0.981,0.0,-4.619,0.0,0.0604,0.0139,0.129,0.0474,0.565,146.998,4.0
20.0,415270.0,0.417,0.876,9.0,-4.984,1.0,0.153,0.00134,0.415,0.0711,0.361,150.041,4.0
20.0,235200.0,0.608,0.833,5.0,-4.987,1.0,0.0434,0.0319,0.00475,0.393,0.118,150.001,4.0
21.0,320000.0,0.575,0.88,11.0,-6.1,0.0,0.0687,0.00139,0.283,0.047,0.188,150.026,4.0
20.0,269419.0,0.471,0.959,0.0,-2.521,1.0,0.0911,0.0444,0.0,0.151,0.219,155.121,4.0
20.0,196645.0,0.545,0.939,7.0,-1.783,0.0,0.119,0.158,2.34e-05,0.874,0.546,155.109,4.0
20.0,201500.0,0.548,0.81,4.0,-5.072,0.0,0.028,0.242,6.21e-05,0.113,0.39,150.034,4.0
20.0,369214.0,0.711,0.653,11.0,-6.4,1.0,0.0836,0.167,0.00267,0.0643,0.398,146.039,4.0
21.0,156850.0,0.553,0.939,11.0,-2.38,0.0,0.159,0.0288,0.0439,0.814,0.695,159.966,4.0
20.0,170196.0,0.462,0.89,6.0,-8.512,0.0,0.0809,0.00145,0.00927,0.792,0.107,169.975,4.0
20.0,276800.0,0.465,0.955,9.0,-2.187,0.0,0.17,0.119,2.37e-06,0.213,0.114,149.982,4.0
20.0,165666.0,0.435,0.981,1.0,-2.167,0.0,0.355,0.00831,1.96e-05,0.0672,0.533,180.02,4.0
20.0,206830.0,0.633,0.981,8.0,-4.277,1.0,0.416,0.00128,0.000359,0.376,0.136,141.998,4.0
20.0,270400.0,0.347,0.991,5.0,-2.427,0.0,0.16,0.0072,0.000157,0.378,0.0674,74.999,4.0
20.0,206611.0,0.577,0.964,7.0,-2.422,1.0,0.107,0.0252,1.59e-05,0.142,0.396,155.071,4.0
20.0,193500.0,0.411,0.944,0.0,-2.271,1.0,0.201,0.00102,0.0,0.504,0.223,160.06,4.0
20.0,190135.0,0.274,0.836,10.0,-3.011,0.0,0.0419,0.0141,1.72e-05,0.0648,0.214,145.793,4.0
20.0,190400.0,0.562,0.969,0.0,-0.895,1.0,0.482,0.0549,3.37e-05,0.14,0.345,75.007,4.0
20.0,157400.0,0.59,0.833,7.0,-3.725,0.0,0.0599,0.0502,0.000511,0.128,0.158,149.968,4.0
19.0,195107.0,0.465,0.902,0.0,-5.689,0.0,0.0667,0.00108,0.409,0.339,0.069,75.186,4.0
19.0,208400.0,0.517,0.866,11.0,-3.194,0.0,0.0602,0.0319,0.0,0.165,0.236,149.986,3.0
47.0,170374.0,0.528,0.952,0.0,-2.188,0.0,0.273,0.0068,0.0407,0.36,0.431,151.961,4.0
19.0,209604.0,0.501,0.95,9.0,-5.637,1.0,0.0485,0.0164,0.0156,0.297,0.362,149.977,4.0
20.0,286344.0,0.774,0.987,5.0,-4.723,0.0,0.347,0.00264,0.366,0.0266,0.184,144.999,4.0
50.0,212225.0,0.429,0.875,1.0,-3.163,1.0,0.48,0.0181,3.48e-06,0.083,0.277,154.995,4.0
50.0,263926.0,0.406,0.884,10.0,-5.939,0.0,0.112,5.34e-05,0.0224,0.1,0.0403,153.124,4.0
50.0,219200.0,0.273,0.949,4.0,-3.437,0.0,0.136,0.000493,0.000932,0.676,0.0911,149.837,4.0
22.0,192750.0,0.52,0.817,7.0,-5.367,1.0,0.044,0.00694,0.000536,0.32,0.152,159.973,4.0
15.0,426212.0,0.538,0.948,4.0,-4.454,1.0,0.0678,0.00125,0.579,0.0881,0.134,180.95,4.0
3.0,394906.0,0.704,0.858,0.0,-5.863,1.0,0.0779,0.029,0.361,0.0928,0.37,143.81,4.0
5.0,313324.0,0.699,0.977,11.0,-3.691,0.0,0.109,0.304,0.0489,0.174,0.123,99.929,4.0
21.0,189473.0,0.62,0.928,9.0,-3.074,0.0,0.094,0.192,9.22e-05,0.321,0.304,152.044,4.0
4.0,244506.0,0.625,0.895,0.0,-3.979,0.0,0.0514,0.00281,0.0223,0.105,0.561,159.937,4.0
4.0,445426.0,0.661,0.886,0.0,-2.375,1.0,0.0393,0.0623,0.186,0.343,0.516,153.829,4.0
0.0,309159.0,0.69,0.859,1.0,-5.571,1.0,0.162,0.00126,0.00353,0.237,0.0863,192.006,4.0
0.0,241213.0,0.689,0.857,1.0,-5.537,1.0,0.175,0.00086,0.0326,0.223,0.0714,191.976,4.0
6.0,250870.0,0.564,0.935,7.0,-5.082,1.0,0.0604,0.00271,0.68,0.121,0.0433,179.881,4.0
0.0,341266.0,0.5,0.938,11.0,-2.897,0.0,0.0959,0.00103,0.361,0.773,0.0489,179.982,4.0
0.0,300305.0,0.691,0.901,4.0,-6.429,0.0,0.0546,0.0533,0.684,0.617,0.332,101.362,4.0
7.0,213490.0,0.624,0.894,2.0,-4.834,1.0,0.0334,0.0724,0.266,0.0761,0.366,154.02,4.0
0.0,367179.0,0.329,0.853,11.0,-6.488,0.0,0.046,0.000161,0.74,0.309,0.0708,103.933,4.0
0.0,322998.0,0.634,0.948,11.0,-4.088,0.0,0.338,0.122,0.753,0.0697,0.434,169.761,4.0
0.0,225388.0,0.552,0.946,2.0,-5.29,1.0,0.0927,0.000492,0.264,0.0767,0.282,162.968,4.0
0.0,234527.0,0.658,0.873,11.0,-3.621,0.0,0.189,0.148,0.0204,0.0531,0.267,180.001,4.0
4.0,354400.0,0.662,0.85,7.0,-5.049,1.0,0.0396,0.112,0.442,0.0837,0.383,153.856,4.0
0.0,184941.0,0.427,0.917,11.0,-4.34,0.0,0.258,0.134,0.489,0.183,0.345,170.051,4.0
0.0,380387.0,0.49,0.976,7.0,-3.578,1.0,0.0738,0.000293,0.564,0.0679,0.283,184.02,4.0
8.0,256640.0,0.511,0.971,6.0,-3.903,0.0,0.0761,0.000226,0.437,0.193,0.265,180.985,4.0
0.0,272187.0,0.5,0.915,7.0,-3.85,1.0,0.0492,0.0022,0.924,0.0971,0.0778,94.893,4.0
7.0,217916.0,0.682,0.877,0.0,-4.89,1.0,0.0477,0.0158,0.218,0.0439,0.512,144.003,4.0
0.0,139909.0,0.586,0.974,11.0,-3.468,0.0,0.192,0.0046,0.391,0.387,0.273,180.008,4.0
0.0,298109.0,0.631,0.993,10.0,-3.67,0.0,0.0635,0.00065,0.787,0.44,0.283,92.462,4.0
12.0,134091.0,0.661,0.848,3.0,-4.4,1.0,0.0803,0.00762,0.00994,0.152,0.515,159.971,4.0
0.0,205392.0,0.676,0.961,8.0,-5.926,1.0,0.143,0.00135,0.000529,0.25,0.0985,187.157,4.0
0.0,176475.0,0.731,0.946,6.0,-8.788,0.0,0.116,0.000537,0.0861,0.338,0.328,99.075,4.0
21.0,249594.0,0.371,0.854,5.0,-5.4,1.0,0.0399,0.0668,0.000463,0.204,0.0378,75.001,4.0
0.0,170825.0,0.327,0.929,1.0,-3.776,1.0,0.0561,0.00126,0.788,0.149,0.042,94.962,4.0
10.0,246407.0,0.718,0.972,11.0,-3.401,0.0,0.123,0.437,0.0163,0.463,0.218,99.988,4.0
14.0,150515.0,0.601,0.814,11.0,-4.402,0.0,0.0498,0.000722,0.432,0.512,0.329,175.014,4.0
0.0,181650.0,0.67,0.99,10.0,-3.988,0.0,0.0734,0.00156,0.837,0.498,0.287,92.484,4.0
21.0,219008.0,0.543,0.968,1.0,-6.602,1.0,0.216,0.0104,0.000816,0.455,0.402,159.983,4.0
16.0,157671.0,0.477,0.906,10.0,-3.082,0.0,0.0518,0.000146,0.0229,0.411,0.039,103.999,4.0
21.0,185209.0,0.524,0.989,6.0,-5.778,1.0,0.0523,7.96e-05,0.378,0.341,0.534,99.889,4.0
20.0,302834.0,0.681,0.976,10.0,-5.204,0.0,0.0904,0.0088,0.798,0.902,0.33,149.981,4.0
20.0,177604.0,0.498,0.949,0.0,-3.224,0.0,0.0571,0.0592,4.83e-05,0.27,0.305,150.088,4.0
13.0,213797.0,0.563,0.909,6.0,-3.724,0.0,0.046,0.00285,0.402,0.0815,0.0604,180.94,4.0
21.0,207512.0,0.596,0.865,8.0,-7.039,1.0,0.135,0.00285,0.0,0.0725,0.357,154.87,4.0
19.0,223944.0,0.515,0.977,6.0,-3.907,0.0,0.0702,0.000276,0.451,0.231,0.203,181.049,4.0
9.0,206179.0,0.585,0.954,7.0,-5.192,1.0,0.0631,0.00555,0.524,0.19,0.041,179.984,4.0
20.0,262451.0,0.561,0.945,10.0,-6.953,1.0,0.119,0.00204,0.226,0.377,0.53,155.035,4.0
20.0,391706.0,0.694,0.93,8.0,-5.322,1.0,0.105,0.0019,0.767,0.0145,0.162,145.956,4.0
21.0,168375.0,0.546,0.931,1.0,-3.343,1.0,0.0851,0.0165,1.18e-05,0.36,0.449,159.959,4.0
20.0,158000.0,0.512,0.941,9.0,-3.216,1.0,0.128,0.0192,0.000418,0.0666,0.154,155.022,4.0
21.0,198193.0,0.545,0.957,6.0,-2.234,1.0,0.149,0.00111,0.0,0.143,0.416,155.011,4.0
43.0,167746.0,0.692,0.943,1.0,-4.939,1.0,0.0757,0.0132,0.891,0.122,0.0368,138.04,4.0
20.0,325999.0,0.621,0.832,6.0,-6.75,0.0,0.0655,0.00362,0.784,0.0537,0.555,150.01,4.0
35.0,236571.0,0.616,0.901,11.0,-4.125,0.0,0.081,0.0119,0.577,0.133,0.248,140.026,4.0
21.0,153948.0,0.748,0.876,9.0,-3.982,0.0,0.246,0.0783,0.16,0.045,0.155,154.94,4.0
0.0,425596.0,0.569,0.91,2.0,-5.315,1.0,0.0949,0.00133,0.0959,0.29,0.279,163.158,4.0
6.0,213933.0,0.608,0.852,7.0,-4.194,1.0,0.0622,0.00215,0.596,0.667,0.257,175.058,4.0
20.0,370371.0,0.613,0.771,11.0,-8.381,0.0,0.0639,0.00637,0.938,0.282,0.324,149.99,4.0
10.0,227334.0,0.672,0.879,2.0,-2.486,1.0,0.0426,0.0433,0.257,0.31,0.461,153.944,4.0
0.0,331836.0,0.729,0.883,4.0,-6.554,0.0,0.105,0.137,0.889,0.0654,0.0775,110.945,4.0
0.0,173793.0,0.648,0.87,11.0,-6.663,0.0,0.0452,0.0665,0.643,0.102,0.147,101.504,4.0
0.0,294333.0,0.749,0.921,6.0,-8.182,0.0,0.116,0.000218,0.212,0.121,0.414,99.075,4.0
0.0,298886.0,0.454,0.892,0.0,-7.687,1.0,0.0349,3.14e-05,0.903,0.101,0.0357,94.956,4.0
0.0,266391.0,0.396,0.822,11.0,-7.216,0.0,0.0474,0.000466,0.653,0.376,0.0536,104.872,4.0
5.0,418321.0,0.563,0.882,7.0,-3.553,1.0,0.0576,0.0038,0.28,0.0583,0.0497,180.949,4.0
0.0,227386.0,0.707,0.92,0.0,-6.468,1.0,0.0831,0.269,0.798,0.101,0.0739,110.961,4.0
9.0,193396.0,0.664,0.847,10.0,-6.778,0.0,0.0561,0.00381,0.19,0.103,0.0448,179.988,4.0
0.0,170720.0,0.603,0.981,7.0,-3.677,1.0,0.0571,0.00125,0.297,0.0831,0.191,92.007,4.0
8.0,385534.0,0.538,0.866,4.0,-3.674,0.0,0.0827,0.000866,0.013,0.357,0.0355,100.016,4.0
0.0,172939.0,0.467,0.899,0.0,-7.658,1.0,0.0351,8.5e-05,0.904,0.144,0.098,94.978,4.0
22.0,309701.0,0.553,0.929,1.0,-4.83,1.0,0.164,0.078,0.0,0.246,0.186,154.777,4.0
20.0,236800.0,0.623,0.832,1.0,-3.348,0.0,0.0566,0.0108,0.0,0.0487,0.439,149.943,4.0
20.0,208016.0,0.547,0.876,11.0,-6.675,0.0,0.0978,0.00168,0.151,0.315,0.234,149.95,4.0
21.0,179545.0,0.681,0.952,3.0,-1.783,0.0,0.0675,0.0018,0.00167,0.21,0.317,128.041,4.0
21.0,131200.0,0.331,0.963,9.0,-4.772,1.0,0.233,0.00124,0.0,0.4,0.454,149.34,4.0
21.0,206604.0,0.405,0.857,11.0,-3.283,1.0,0.0915,0.0342,1.37e-05,0.0844,0.167,76.548,4.0
22.0,144003.0,0.695,0.964,1.0,-4.039,1.0,0.37,0.0183,0.0,0.129,0.209,160.02,4.0
20.0,206000.0,0.485,0.928,9.0,-4.207,0.0,0.0357,0.00516,0.00852,0.173,0.386,150.082,4.0
20.0,154309.0,0.507,0.836,4.0,-4.929,1.0,0.0359,0.0638,0.0034,0.29,0.209,147.795,4.0
21.0,216000.0,0.678,0.846,6.0,-4.132,1.0,0.157,0.0872,0.0,0.356,0.801,134.96,4.0
20.0,160547.0,0.76,0.893,9.0,-3.176,0.0,0.164,0.224,1.14e-06,0.149,0.631,149.963,4.0
53.0,233600.0,0.352,0.844,11.0,-5.711,0.0,0.0701,0.297,0.422,0.0951,0.0445,74.851,4.0
20.0,310400.0,0.47,0.761,0.0,-5.017,0.0,0.0529,0.0175,0.0,0.575,0.191,150.049,4.0
20.0,317087.0,0.533,0.996,6.0,-2.967,1.0,0.209,0.0364,0.0284,0.353,0.0554,148.024,4.0
20.0,268507.0,0.552,0.937,0.0,-3.27,1.0,0.197,0.0652,0.00888,0.0579,0.292,153.023,4.0
21.0,184495.0,0.394,0.961,6.0,-2.763,0.0,0.158,0.00805,2.36e-05,0.304,0.279,159.829,4.0
21.0,340699.0,0.582,0.824,6.0,-8.507,0.0,0.0431,0.000752,0.85,0.0415,0.379,142.978,4.0
20.0,192812.0,0.364,0.92,5.0,-6.584,0.0,0.0687,0.00768,0.0738,0.378,0.163,149.895,4.0
22.0,141497.0,0.626,0.942,0.0,-4.777,0.0,0.305,0.0228,0.0,0.412,0.7,155.02,4.0
20.0,176914.0,0.389,0.895,1.0,-4.421,1.0,0.546,0.0203,0.000108,0.383,0.195,159.454,3.0
20.0,204760.0,0.467,0.998,7.0,-2.524,0.0,0.0558,0.0666,0.391,0.311,0.156,150.011,4.0
21.0,170000.0,0.325,0.97,5.0,-1.961,0.0,0.124,0.000375,0.0,0.536,0.318,149.852,4.0
20.0,195204.0,0.428,0.972,2.0,-2.41,1.0,0.291,0.00852,6.43e-06,0.136,0.121,150.061,4.0
20.0,405208.0,0.73,0.918,7.0,-7.266,1.0,0.113,0.0542,0.193,0.401,0.223,149.993,4.0
20.0,171000.0,0.561,0.877,3.0,-5.533,0.0,0.0358,0.0287,0.202,0.0885,0.304,150.003,4.0
21.0,150580.0,0.283,0.834,1.0,-6.22,1.0,0.0474,2.8e-05,0.00152,0.916,0.274,77.598,4.0
20.0,240400.0,0.418,0.994,9.0,-3.446,1.0,0.356,0.0912,0.00235,0.0684,0.169,150.131,4.0
20.0,215200.0,0.53,0.885,6.0,-3.802,0.0,0.0694,0.000536,1.25e-05,0.544,0.481,149.995,4.0
43.0,190600.0,0.618,0.912,7.0,-4.973,1.0,0.0909,0.00333,0.0243,0.123,0.107,149.968,4.0
20.0,177076.0,0.519,0.961,5.0,-5.036,0.0,0.0473,0.00473,0.00695,0.585,0.365,150.015,4.0
53.0,303586.0,0.323,0.791,1.0,-4.943,0.0,0.0527,0.0579,0.0,0.321,0.0546,113.959,3.0
55.0,235919.0,0.515,0.851,8.0,-3.353,0.0,0.062,0.0608,0.0,0.209,0.274,155.022,4.0
53.0,219200.0,0.597,0.991,2.0,-3.286,1.0,0.225,0.018,0.518,0.113,0.085,150.08,4.0
33.0,271200.0,0.448,0.902,7.0,-2.869,1.0,0.0453,0.106,0.00964,0.0915,0.212,75.092,4.0
0.0,248826.0,0.491,0.897,5.0,-4.643,1.0,0.118,0.000473,0.00219,0.849,0.338,155.003,4.0
21.0,300000.0,0.458,0.97,10.0,-6.061,0.0,0.0506,0.05,0.755,0.338,0.174,150.018,4.0
20.0,216343.0,0.46,0.994,11.0,-1.02,0.0,0.264,0.128,0.0,0.312,0.199,174.9,4.0
