0,1,2,3,4,5,6,7,8,9,10,11,12,13
18.0,125856.0,0.315,0.174,3.0,-11.207,0.0,0.0599,0.859,2.04e-06,0.364,0.338,169.903,3.0
18.0,178229.0,0.329,0.0133,5.0,-26.18,1.0,0.0427,0.953,0.933,0.121,0.0559,77.199,4.0
18.0,251520.0,0.513,0.471,0.0,-14.291,1.0,0.318,0.442,0.0,0.268,0.613,167.361,4.0
18.0,107782.0,0.45,0.109,4.0,-19.227,0.0,0.0697,0.984,0.107,0.0974,0.355,124.981,3.0
18.0,237046.0,0.55,0.171,3.0,-16.478,1.0,0.0481,0.987,0.891,0.1,0.0642,119.49,4.0
18.0,216200.0,0.306,0.148,2.0,-14.233,1.0,0.0379,0.901,6.35e-06,0.09,0.151,75.52,4.0
18.0,175000.0,0.358,0.416,0.0,-6.937,1.0,0.0355,0.39,0.0,0.172,0.115,121.376,4.0
18.0,120346.0,0.528,0.376,7.0,-10.669,1.0,0.066,0.852,9.57e-06,0.219,0.618,81.321,4.0
18.0,175000.0,0.414,0.0153,2.0,-26.892,1.0,0.0428,0.981,0.933,0.0857,0.066,77.399,4.0
18.0,278600.0,0.18,0.0938,5.0,-20.759,1.0,0.0354,0.93,0.89,0.122,0.0342,111.236,5.0
20.0,198440.0,0.337,0.323,7.0,-12.477,0.0,0.0318,0.909,0.765,0.166,0.157,80.917,4.0
18.0,440596.0,0.531,0.293,10.0,-15.36,1.0,0.043,0.994,0.87,0.129,0.101,76.005,4.0
18.0,149894.0,0.438,0.0134,0.0,-28.896,1.0,0.0562,0.994,0.957,0.11,0.119,66.769,4.0
18.0,115499.0,0.696,0.0349,5.0,-22.63,1.0,0.069,0.979,0.927,0.102,0.275,119.979,4.0
20.0,108000.0,0.523,0.402,5.0,-8.749,1.0,0.0495,0.559,0.0,0.175,0.497,137.076,4.0
18.0,161799.0,0.494,0.197,9.0,-16.779,1.0,0.04,0.971,0.943,0.121,0.106,119.433,4.0
18.0,123913.0,0.27,0.308,0.0,-14.577,1.0,0.0365,0.928,0.899,0.135,0.171,137.634,4.0
18.0,201304.0,0.163,0.107,1.0,-18.477,1.0,0.0413,0.921,0.899,0.129,0.038,93.676,4.0
18.0,87985.0,0.456,0.262,0.0,-12.953,1.0,0.0303,0.977,0.418,0.169,0.052,93.609,4.0
18.0,182613.0,0.319,0.39,5.0,-8.422,1.0,0.0559,0.695,0.0,0.0941,0.455,84.553,4.0
18.0,201880.0,0.157,0.144,0.0,-17.011,0.0,0.0447,0.912,0.0497,0.15,0.0372,76.305,4.0
19.0,171688.0,0.308,0.227,7.0,-14.644,1.0,0.0352,0.973,0.00192,0.256,0.0664,103.336,3.0
18.0,138306.0,0.64,0.417,1.0,-7.55,0.0,0.0265,0.842,0.0,0.188,0.522,141.903,4.0
18.0,416520.0,0.523,0.296,0.0,-19.339,1.0,0.346,0.155,1.18e-06,0.135,0.445,147.055,3.0
18.0,124520.0,0.683,0.217,3.0,-11.833,1.0,0.0532,0.979,0.00404,0.132,0.339,117.58,4.0
18.0,234688.0,0.68,0.359,1.0,-9.707,1.0,0.0315,0.796,0.0,0.121,0.421,125.936,4.0
18.0,193040.0,0.646,0.722,10.0,-7.693,1.0,0.139,0.604,0.0,0.121,0.96,99.871,4.0
18.0,221226.0,0.473,0.137,9.0,-15.388,1.0,0.0309,0.989,0.903,0.107,0.19,74.578,4.0
43.0,146906.0,0.35,0.272,0.0,-19.903,0.0,0.0756,0.888,0.0487,0.21,0.476,142.47,4.0
19.0,176773.0,0.612,0.628,7.0,-11.127,0.0,0.361,0.652,0.0,0.591,0.836,149.345,4.0
20.0,95586.0,0.286,0.202,7.0,-18.859,0.0,0.0454,0.909,0.85,0.0894,0.338,145.683,4.0
18.0,46271.0,0.517,0.0726,0.0,-27.516,1.0,0.0523,0.993,0.958,0.104,0.538,129.886,4.0
18.0,213089.0,0.704,0.175,0.0,-14.059,0.0,0.032,0.966,0.54,0.0744,0.398,102.94,4.0
18.0,203705.0,0.329,0.0607,9.0,-28.31,1.0,0.0507,0.994,0.88,0.0858,0.421,93.948,0.0
18.0,206000.0,0.499,0.0306,2.0,-21.302,1.0,0.0896,0.99,0.924,0.0884,0.142,71.16,3.0
18.0,265973.0,0.482,0.0409,7.0,-24.309,1.0,0.0445,0.991,0.919,0.149,0.175,87.518,4.0
18.0,116186.0,0.406,0.00559,0.0,-27.262,1.0,0.0382,0.986,0.629,0.189,0.15,90.109,4.0
18.0,118026.0,0.717,0.522,10.0,-7.295,1.0,0.156,0.572,0.0,0.368,0.45,106.51,4.0
18.0,87541.0,0.801,0.0959,5.0,-20.209,0.0,0.0422,0.99,0.962,0.111,0.485,106.115,3.0
18.0,128854.0,0.755,0.514,9.0,-11.15,0.0,0.354,0.571,0.0,0.118,0.388,93.484,4.0
19.0,204926.0,0.782,0.58,4.0,-6.872,0.0,0.077,0.114,0.0,0.0605,0.709,148.05,4.0
18.0,176293.0,0.399,0.0367,5.0,-27.498,1.0,0.0383,0.936,0.922,0.111,0.14,116.455,4.0
35.0,173406.0,0.193,0.134,10.0,-17.84,1.0,0.0486,0.973,0.88,0.116,0.0959,171.485,3.0
38.0,115136.0,0.17,0.0722,0.0,-22.991,1.0,0.0416,0.905,0.705,0.104,0.0608,115.062,5.0
18.0,176493.0,0.108,0.29,1.0,-14.76,1.0,0.0504,0.611,0.911,0.049,0.0394,166.161,3.0
18.0,175733.0,0.631,0.327,11.0,-15.094,1.0,0.0333,0.572,0.0,0.0844,0.583,127.918,4.0
18.0,146400.0,0.256,0.481,5.0,-10.635,1.0,0.0989,0.392,0.845,0.296,0.0642,114.732,3.0
19.0,192640.0,0.621,0.414,7.0,-11.657,1.0,0.0327,0.605,0.0,0.152,0.546,123.923,4.0
20.0,116920.0,0.183,0.251,5.0,-14.319,0.0,0.04,0.663,0.876,0.105,0.0369,71.857,4.0
19.0,128853.0,0.61,0.377,10.0,-10.53,1.0,0.0373,0.815,0.00188,0.11,0.47,88.269,4.0
19.0,147266.0,0.655,0.489,0.0,-11.246,1.0,0.108,0.918,0.0019,0.153,0.778,75.816,3.0
18.0,168013.0,0.662,0.522,7.0,-8.485,0.0,0.0296,0.556,0.611,0.0596,0.933,97.988,4.0
18.0,337853.0,0.185,0.118,7.0,-18.528,1.0,0.0354,0.976,0.236,0.165,0.0681,87.523,3.0
18.0,149160.0,0.711,0.0466,0.0,-19.865,0.0,0.0657,0.984,0.751,0.107,0.264,96.19,4.0
20.0,116120.0,0.46,0.148,7.0,-21.912,1.0,0.035,0.918,0.747,0.324,0.336,142.046,4.0
18.0,305653.0,0.692,0.632,1.0,-9.365,0.0,0.0488,0.423,2.7e-05,0.0971,0.29,114.977,4.0
18.0,188466.0,0.466,0.715,1.0,-9.569,1.0,0.0574,0.00193,0.869,0.0835,0.185,116.875,4.0
18.0,129826.0,0.658,0.634,7.0,-10.671,1.0,0.0328,0.445,0.957,0.148,0.61,99.949,3.0
19.0,141760.0,0.629,0.47,7.0,-9.923,1.0,0.107,0.693,0.0,0.173,0.92,93.699,4.0
20.0,197213.0,0.0828,0.194,7.0,-17.49,1.0,0.0349,0.898,0.932,0.0672,0.0489,171.933,3.0
19.0,210466.0,0.447,0.551,2.0,-16.527,0.0,0.231,0.761,0.0,0.277,0.607,72.551,3.0
19.0,124093.0,0.576,0.361,0.0,-16.341,1.0,0.396,0.835,0.0,0.314,0.584,78.163,4.0
18.0,191550.0,0.71,0.815,9.0,-6.687,0.0,0.0341,0.326,0.0,0.38,0.838,122.039,4.0
19.0,204920.0,0.745,0.121,2.0,-18.689,1.0,0.0816,0.885,0.101,0.402,0.325,119.869,4.0
19.0,146666.0,0.337,0.338,0.0,-21.972,0.0,0.274,0.927,0.00463,0.335,0.4,87.554,4.0
20.0,250120.0,0.19,0.0924,5.0,-21.136,1.0,0.0333,0.918,0.917,0.087,0.0551,84.999,3.0
18.0,88881.0,0.436,0.00737,5.0,-29.825,1.0,0.0544,0.993,0.955,0.117,0.335,78.513,4.0
18.0,80813.0,0.217,0.0754,11.0,-16.629,0.0,0.0327,0.901,0.914,0.135,0.201,142.026,5.0
18.0,102934.0,0.647,0.319,0.0,-11.965,1.0,0.112,0.645,2.16e-06,0.146,0.959,131.31,4.0
20.0,140413.0,0.241,0.62,4.0,-9.857,1.0,0.086,0.092,0.346,0.161,0.457,156.021,3.0
18.0,143133.0,0.0649,0.0335,5.0,-19.322,1.0,0.0409,0.967,0.921,0.127,0.0355,69.174,3.0
19.0,136000.0,0.599,0.749,9.0,-8.597,1.0,0.035,0.769,0.111,0.029,0.985,123.785,4.0
19.0,183853.0,0.186,0.204,7.0,-17.746,1.0,0.0375,0.668,0.947,0.145,0.125,105.427,5.0
18.0,213157.0,0.861,0.0708,0.0,-19.919,1.0,0.419,0.991,0.54,0.0914,0.27,113.963,4.0
18.0,127343.0,0.185,0.18,5.0,-16.276,1.0,0.0376,0.837,0.743,0.0891,0.0403,79.236,4.0
19.0,94573.0,0.792,0.309,7.0,-10.573,1.0,0.0423,0.698,1.72e-05,0.489,0.758,125.367,4.0
20.0,38040.0,0.224,0.0651,7.0,-22.713,1.0,0.0469,0.521,0.599,0.188,0.0936,117.235,4.0
20.0,141240.0,0.679,0.523,10.0,-12.638,1.0,0.503,0.668,0.000336,0.27,0.52,110.647,4.0
18.0,216653.0,0.165,0.073,0.0,-19.512,0.0,0.0378,0.814,0.271,0.472,0.0399,106.626,4.0
53.0,271226.0,0.572,0.168,7.0,-14.255,1.0,0.107,0.956,0.00104,0.127,0.302,100.101,3.0
19.0,109000.0,0.635,0.722,3.0,-10.662,1.0,0.0925,0.891,0.968,0.308,0.815,96.025,4.0
19.0,185373.0,0.685,0.0218,4.0,-31.351,0.0,0.0379,0.637,0.441,0.101,0.251,84.225,4.0
18.0,169770.0,0.621,0.0871,7.0,-17.046,1.0,0.0364,0.991,0.946,0.0974,0.15,88.007,4.0
20.0,139493.0,0.656,0.391,3.0,-13.432,1.0,0.134,0.755,0.0,0.515,0.625,135.856,3.0
19.0,78240.0,0.538,0.512,8.0,-8.697,1.0,0.0638,0.947,1.42e-05,0.273,0.855,52.751,4.0
56.0,124200.0,0.681,0.833,0.0,-6.248,1.0,0.0847,0.382,5.59e-06,0.391,0.725,117.54,4.0
42.0,122573.0,0.166,0.18,0.0,-16.531,1.0,0.0331,0.874,0.0254,0.242,0.17,81.468,3.0
19.0,110933.0,0.226,0.0652,5.0,-26.82,1.0,0.0409,0.886,0.793,0.0705,0.0957,99.008,4.0
19.0,141360.0,0.623,0.277,2.0,-13.038,1.0,0.0413,0.969,0.0166,0.134,0.484,117.294,4.0
18.0,69120.0,0.782,0.259,7.0,-15.865,1.0,0.127,0.987,0.862,0.0765,0.852,124.74,4.0
31.0,212346.0,0.441,0.597,0.0,-7.958,1.0,0.123,0.573,4.07e-06,0.113,0.657,80.538,4.0
34.0,71699.0,0.359,0.727,7.0,-8.003,1.0,0.0557,0.0347,0.93,0.0694,0.173,120.817,4.0
36.0,106643.0,0.203,0.478,2.0,-13.208,1.0,0.0423,0.148,0.889,0.101,0.178,142.105,4.0
38.0,180931.0,0.307,0.152,4.0,-16.993,0.0,0.035,0.983,0.887,0.148,0.167,127.512,4.0
19.0,105720.0,0.455,0.405,7.0,-13.489,1.0,0.209,0.927,0.000855,0.202,0.654,50.435,3.0
19.0,85866.0,0.497,0.102,7.0,-23.235,1.0,0.0536,0.891,0.75,0.0947,0.12,127.724,4.0
19.0,66417.0,0.234,0.14,4.0,-14.465,0.0,0.0377,0.926,1.27e-05,0.1,0.0772,83.464,4.0
19.0,246546.0,0.357,0.254,0.0,-15.776,1.0,0.0398,0.698,0.0991,0.0734,0.325,125.453,4.0
19.0,81466.0,0.502,0.202,0.0,-19.155,0.0,0.0578,0.835,0.853,0.077,0.305,186.654,4.0
19.0,84720.0,0.668,0.378,5.0,-14.998,1.0,0.215,0.808,0.0,0.299,0.855,138.335,4.0
18.0,176865.0,0.708,0.424,2.0,-7.048,1.0,0.0353,0.724,0.0,0.0722,0.637,101.703,4.0
19.0,244565.0,0.317,0.816,9.0,-7.44,1.0,0.114,0.000454,0.0,0.304,0.411,153.828,4.0
19.0,53640.0,0.467,0.185,6.0,-17.553,1.0,0.0551,0.963,0.924,0.103,0.51,148.721,3.0
18.0,44786.0,0.649,0.338,0.0,-13.893,1.0,0.0766,0.713,0.862,0.101,0.58,101.446,4.0
19.0,42906.0,0.432,0.241,0.0,-19.258,1.0,0.197,0.984,0.809,0.129,0.238,183.381,3.0
19.0,122840.0,0.615,0.436,0.0,-10.303,1.0,0.0382,0.504,0.402,0.0864,0.964,169.505,4.0
19.0,34240.0,0.829,0.274,9.0,-15.798,0.0,0.137,0.897,0.877,0.109,0.642,114.309,4.0
19.0,149773.0,0.383,0.299,9.0,-9.42,1.0,0.0345,0.817,0.0,0.118,0.318,99.82,4.0
18.0,207866.0,0.387,0.103,9.0,-18.815,1.0,0.034,0.988,0.792,0.332,0.141,129.381,4.0
19.0,93284.0,0.65,0.234,1.0,-12.867,1.0,0.0533,0.908,0.856,0.116,0.508,138.143,4.0
18.0,122493.0,0.171,0.152,0.0,-16.515,1.0,0.031,0.935,0.228,0.226,0.11,95.093,3.0
18.0,148544.0,0.429,0.0971,7.0,-23.984,1.0,0.0474,0.99,0.933,0.14,0.316,79.621,4.0
19.0,180318.0,0.581,0.507,7.0,-8.021,1.0,0.0326,0.0496,0.0,0.093,0.458,137.985,4.0
19.0,176733.0,0.807,0.594,0.0,-10.441,1.0,0.0292,0.0687,0.0,0.114,0.853,123.783,4.0
19.0,216773.0,0.414,0.109,0.0,-12.547,0.0,0.0413,0.798,3.05e-06,0.607,0.141,83.746,4.0
18.0,200551.0,0.551,0.249,5.0,-12.054,1.0,0.0282,0.373,0.0,0.137,0.109,112.031,4.0
19.0,70453.0,0.355,0.252,8.0,-13.554,1.0,0.0356,0.924,0.895,0.116,0.609,162.05,3.0
19.0,136853.0,0.759,0.349,2.0,-8.561,1.0,0.0307,0.512,2.21e-06,0.451,0.59,119.947,4.0
19.0,155395.0,0.671,0.0934,10.0,-18.007,1.0,0.0365,0.978,0.941,0.0843,0.508,99.907,4.0
19.0,142108.0,0.376,0.0364,0.0,-21.334,1.0,0.044,0.934,0.945,0.115,0.423,68.837,4.0
19.0,99200.0,0.627,0.599,7.0,-5.839,1.0,0.0975,0.695,1.57e-05,0.0831,0.751,105.102,1.0
18.0,78133.0,0.652,0.323,8.0,-13.64,1.0,0.0721,0.812,0.941,0.0809,0.378,154.854,3.0
19.0,87200.0,0.378,0.0126,0.0,-31.024,0.0,0.0396,0.966,0.85,0.109,0.068,80.452,4.0
19.0,142549.0,0.662,0.0683,10.0,-18.923,1.0,0.0351,0.994,0.901,0.108,0.319,116.119,3.0
19.0,142733.0,0.572,0.383,4.0,-13.111,0.0,0.0792,0.618,0.0,0.693,0.647,123.35,4.0
18.0,181877.0,0.419,0.442,6.0,-11.646,0.0,0.0386,0.747,0.0,0.173,0.216,119.839,4.0
18.0,230198.0,0.443,0.125,5.0,-18.656,1.0,0.0321,0.986,0.969,0.114,0.119,74.994,4.0
19.0,195633.0,0.734,0.0643,6.0,-23.702,1.0,0.0894,0.991,0.912,0.0965,0.28,141.941,4.0
20.0,96906.0,0.0995,0.22,10.0,-17.168,1.0,0.0396,0.952,0.845,0.0919,0.0771,70.005,4.0
18.0,187560.0,0.431,0.222,2.0,-15.299,1.0,0.109,0.94,0.922,0.108,0.467,70.001,4.0
19.0,47946.0,0.728,0.0111,9.0,-34.184,1.0,0.129,0.995,0.97,0.085,0.0,68.291,4.0
21.0,114839.0,0.406,0.0336,9.0,-24.086,1.0,0.0384,0.989,0.911,0.0999,0.151,89.976,4.0
19.0,86209.0,0.68,0.0721,0.0,-25.957,0.0,0.0511,0.986,0.944,0.145,0.366,171.948,1.0
19.0,116621.0,0.251,0.00901,0.0,-28.152,1.0,0.0482,0.986,0.942,0.105,0.259,66.852,3.0
19.0,231029.0,0.378,0.234,1.0,-13.503,1.0,0.0381,0.981,0.907,0.16,0.206,140.763,4.0
19.0,82120.0,0.457,0.436,2.0,-20.289,0.0,0.872,0.833,0.0,0.357,0.724,67.54,3.0
19.0,96632.0,0.342,0.0534,4.0,-21.118,1.0,0.0312,0.994,0.954,0.218,0.363,86.006,3.0
18.0,139673.0,0.332,0.319,10.0,-17.02,1.0,0.0466,0.968,0.854,0.103,0.0685,116.558,4.0
43.0,196495.0,0.335,0.487,1.0,-10.481,1.0,0.0461,0.864,0.882,0.0949,0.118,109.383,4.0
19.0,189428.0,0.656,0.633,6.0,-7.093,1.0,0.0375,0.367,1.57e-06,0.179,0.473,139.899,4.0
38.0,164500.0,0.243,0.204,0.0,-22.951,1.0,0.0534,0.988,0.937,0.127,0.305,169.065,4.0
18.0,209666.0,0.36,0.682,10.0,-6.473,0.0,0.101,0.286,0.0,0.0825,0.446,98.001,4.0
46.0,121670.0,0.4,0.371,5.0,-6.675,1.0,0.0643,0.831,0.0,0.203,0.444,173.733,3.0
38.0,180931.0,0.307,0.152,4.0,-16.993,0.0,0.035,0.983,0.887,0.148,0.167,127.512,4.0
19.0,132586.0,0.889,0.0907,2.0,-22.56,0.0,0.0905,0.921,0.0161,0.0989,0.413,120.023,4.0
19.0,305200.0,0.187,0.111,7.0,-15.168,1.0,0.0388,0.9,0.507,0.2,0.036,77.616,3.0
19.0,52466.0,0.162,0.0614,0.0,-28.258,1.0,0.0464,0.776,0.865,0.151,0.0329,147.868,3.0
19.0,120765.0,0.722,0.22,10.0,-18.145,1.0,0.0706,0.965,0.011,0.106,0.887,107.138,4.0
19.0,162440.0,0.423,0.187,6.0,-12.164,1.0,0.0385,0.598,0.571,0.26,0.519,96.039,4.0
18.0,196213.0,0.236,0.108,0.0,-16.376,0.0,0.0369,0.861,0.934,0.127,0.0631,119.983,3.0
19.0,175720.0,0.244,0.0239,8.0,-27.871,1.0,0.0407,0.963,0.402,0.123,0.0503,133.998,4.0
19.0,382666.0,0.362,0.222,2.0,-18.202,0.0,0.0622,0.842,6.91e-06,0.643,0.266,72.805,4.0
19.0,58826.0,0.495,0.137,5.0,-17.15,1.0,0.0468,0.968,0.946,0.109,0.271,139.73,3.0
20.0,171160.0,0.32,0.516,1.0,-11.792,1.0,0.17,0.84,0.0474,0.226,0.141,146.921,4.0
19.0,43000.0,0.797,0.259,5.0,-15.188,1.0,0.0624,0.921,0.904,0.113,0.476,126.353,4.0
19.0,164306.0,0.34,0.0596,5.0,-17.785,1.0,0.0302,0.978,0.488,0.0961,0.0375,94.25,3.0
19.0,188133.0,0.182,0.261,9.0,-10.86,0.0,0.0317,0.944,0.232,0.305,0.279,74.709,4.0
20.0,173746.0,0.588,0.617,7.0,-6.342,1.0,0.156,0.395,0.0,0.203,0.621,74.946,4.0
19.0,122333.0,0.276,0.179,0.0,-16.543,1.0,0.0326,0.859,0.0139,0.172,0.181,60.55,4.0
20.0,118306.0,0.458,0.095,7.0,-25.634,1.0,0.0366,0.934,0.798,0.323,0.401,141.995,4.0
19.0,196172.0,0.618,0.138,3.0,-18.0,1.0,0.0668,0.993,0.921,0.132,0.0774,121.458,3.0
19.0,260053.0,0.746,0.83,0.0,-8.609,1.0,0.0426,0.247,3.18e-05,0.0762,0.661,120.18,4.0
19.0,87186.0,0.225,0.305,8.0,-13.505,1.0,0.0448,0.778,0.906,0.182,0.35,169.897,4.0
19.0,35680.0,0.375,0.336,7.0,-14.114,1.0,0.0669,0.756,3.75e-06,0.229,0.585,182.242,4.0
19.0,263924.0,0.465,0.106,2.0,-18.594,1.0,0.0314,0.963,0.942,0.098,0.0392,79.036,4.0
20.0,222146.0,0.306,0.205,5.0,-15.206,1.0,0.0486,0.933,6.39e-06,0.762,0.266,82.138,3.0
20.0,174106.0,0.573,0.542,2.0,-8.72,1.0,0.0291,0.379,0.136,0.254,0.592,83.009,4.0
20.0,84857.0,0.447,0.021,9.0,-25.758,0.0,0.061,0.984,0.926,0.115,0.323,71.26,4.0
19.0,96967.0,0.662,0.215,8.0,-15.401,1.0,0.0607,0.66,0.93,0.0938,0.847,134.107,4.0
19.0,135840.0,0.685,0.513,5.0,-9.72,1.0,0.035,0.687,0.00212,0.0976,0.964,91.31,4.0
19.0,209666.0,0.431,0.77,10.0,-4.494,0.0,0.182,0.143,0.0,0.141,0.321,95.417,4.0
19.0,87197.0,0.686,0.196,0.0,-15.67,1.0,0.0424,0.907,0.899,0.116,0.39,106.144,4.0
19.0,168250.0,0.768,0.164,10.0,-16.948,1.0,0.0445,0.982,0.892,0.102,0.406,119.993,3.0
19.0,184203.0,0.698,0.0858,4.0,-18.944,0.0,0.0548,0.992,0.909,0.159,0.155,100.189,4.0
20.0,202533.0,0.277,0.14,9.0,-17.253,1.0,0.0476,0.932,0.0,0.0708,0.155,89.095,5.0
19.0,134042.0,0.737,0.0996,8.0,-17.843,1.0,0.0428,0.989,0.948,0.105,0.52,93.876,3.0
19.0,102912.0,0.65,0.158,0.0,-18.728,1.0,0.0386,0.968,0.829,0.113,0.276,91.994,4.0
19.0,192467.0,0.446,0.06,9.0,-19.25,1.0,0.0298,0.981,0.96,0.0978,0.0383,76.994,4.0
20.0,254640.0,0.358,0.602,0.0,-5.059,1.0,0.0344,0.782,0.0131,0.0598,0.318,66.204,4.0
19.0,62694.0,0.667,0.34,0.0,-14.707,1.0,0.0724,0.826,0.894,0.1,0.263,100.779,4.0
19.0,199493.0,0.455,0.0401,5.0,-24.117,1.0,0.0937,0.995,0.9,0.0905,0.399,48.365,3.0
19.0,54782.0,0.629,0.0216,0.0,-20.836,1.0,0.0978,0.995,0.908,0.139,0.658,66.03,5.0
19.0,216640.0,0.498,0.479,5.0,-7.251,1.0,0.0251,0.629,0.000884,0.229,0.281,109.092,4.0
19.0,210392.0,0.364,0.108,4.0,-17.717,1.0,0.0482,0.976,0.955,0.106,0.0622,82.019,4.0
19.0,237880.0,0.45,0.627,0.0,-7.352,0.0,0.182,0.355,0.0,0.056,0.611,100.286,4.0
19.0,92266.0,0.457,0.226,0.0,-11.606,1.0,0.0546,0.891,0.0,0.324,0.376,93.193,3.0
19.0,89786.0,0.244,0.175,6.0,-16.93,0.0,0.0407,0.953,0.0,0.108,0.148,125.822,3.0
19.0,49333.0,0.248,0.0106,2.0,-20.938,1.0,0.0411,0.996,0.974,0.0734,0.292,68.073,3.0
19.0,149538.0,0.645,0.0119,11.0,-29.853,0.0,0.0507,0.993,0.958,0.102,0.277,130.12,3.0
47.0,86186.0,0.203,0.183,7.0,-16.966,1.0,0.0348,0.812,0.873,0.27,0.182,89.598,4.0
32.0,34213.0,0.285,0.571,8.0,-7.216,1.0,0.0427,0.19,0.275,0.142,0.147,163.981,4.0
39.0,303500.0,0.295,0.0835,10.0,-19.57,1.0,0.036,0.988,0.925,0.11,0.103,133.09,3.0
37.0,34878.0,0.257,0.0613,0.0,-21.991,1.0,0.0393,0.946,0.911,0.0873,0.107,80.404,3.0
49.0,212146.0,0.387,0.44,5.0,-10.937,1.0,0.0872,0.727,0.0,0.138,0.582,96.062,4.0
20.0,125480.0,0.292,0.303,9.0,-15.696,1.0,0.0589,0.969,0.617,0.168,0.193,181.034,4.0
19.0,95946.0,0.158,0.0296,9.0,-20.019,0.0,0.035,0.812,0.925,0.152,0.0298,76.577,4.0
19.0,57731.0,0.703,0.169,10.0,-18.958,1.0,0.119,0.98,0.0351,0.159,0.195,95.597,3.0
19.0,134786.0,0.424,0.321,7.0,-11.358,1.0,0.0613,0.501,0.601,0.106,0.213,108.063,4.0
21.0,86186.0,0.189,0.293,7.0,-14.654,1.0,0.0368,0.871,0.895,0.266,0.14,83.352,4.0
19.0,80813.0,0.37,0.0798,11.0,-16.654,0.0,0.0292,0.899,0.959,0.144,0.182,53.164,4.0
20.0,199773.0,0.831,0.178,7.0,-19.349,1.0,0.0544,0.962,0.0,0.105,0.786,120.763,4.0
20.0,56666.0,0.617,0.222,8.0,-16.841,1.0,0.0432,0.989,0.965,0.112,0.3,139.192,3.0
19.0,241800.0,0.415,0.482,10.0,-7.932,1.0,0.0362,0.309,1.15e-06,0.274,0.346,83.868,4.0
21.0,201600.0,0.74,0.568,2.0,-10.676,1.0,0.0286,0.633,8.04e-05,0.0745,0.855,111.72,4.0
20.0,182240.0,0.546,0.448,7.0,-10.395,1.0,0.0338,0.272,0.0,0.0913,0.695,84.195,4.0
20.0,336946.0,0.151,0.296,8.0,-17.31,1.0,0.0373,0.824,0.287,0.0767,0.176,74.793,4.0
20.0,123533.0,0.239,0.229,1.0,-19.128,1.0,0.0454,0.845,0.717,0.633,0.519,174.08,3.0
19.0,200093.0,0.18,0.336,0.0,-13.151,1.0,0.0425,0.606,0.988,0.31,0.0342,102.119,5.0
20.0,127626.0,0.324,0.0768,10.0,-20.102,1.0,0.0396,0.946,0.288,0.323,0.242,101.722,4.0
20.0,161333.0,0.584,0.355,2.0,-9.782,1.0,0.0281,0.495,0.375,0.106,0.399,99.861,4.0
19.0,88640.0,0.179,0.204,1.0,-14.463,1.0,0.0377,0.933,0.973,0.0832,0.0455,149.474,4.0
21.0,154626.0,0.332,0.246,2.0,-14.859,1.0,0.0319,0.919,0.94,0.344,0.0901,89.744,4.0
19.0,117053.0,0.234,0.0684,8.0,-26.345,1.0,0.043,0.96,0.012,0.103,0.0392,81.038,4.0
20.0,168293.0,0.469,0.0549,7.0,-23.264,1.0,0.0286,0.932,0.00594,0.112,0.136,85.971,4.0
19.0,218951.0,0.854,0.0132,6.0,-17.821,1.0,0.121,0.993,0.95,0.12,0.316,61.955,3.0
19.0,177313.0,0.468,0.232,8.0,-11.193,1.0,0.0319,0.943,0.000291,0.356,0.268,133.897,4.0
43.0,117906.0,0.725,0.552,2.0,-9.03,1.0,0.027,0.321,0.0,0.101,0.975,97.624,1.0
21.0,37680.0,0.309,0.127,7.0,-17.272,1.0,0.043,0.589,0.0342,0.184,0.0883,117.732,4.0
20.0,137301.0,0.436,0.0514,9.0,-22.03,0.0,0.0448,0.99,0.942,0.0918,0.226,99.985,4.0
19.0,112560.0,0.608,0.142,8.0,-10.124,1.0,0.0476,0.796,0.0485,0.101,0.422,116.88,4.0
19.0,113213.0,0.601,0.519,2.0,-9.97,1.0,0.11,0.552,1.41e-06,0.188,0.598,63.214,4.0
19.0,209400.0,0.499,0.515,2.0,-16.027,0.0,0.251,0.75,0.0,0.0853,0.494,132.05,4.0
19.0,102592.0,0.464,0.0505,3.0,-25.482,1.0,0.0406,0.967,0.94,0.0964,0.144,80.928,4.0
20.0,156567.0,0.522,0.0919,9.0,-17.084,1.0,0.0416,0.989,0.704,0.0931,0.321,116.529,4.0
19.0,102320.0,0.371,0.218,7.0,-16.201,1.0,0.0347,0.927,0.283,0.104,0.244,119.984,4.0
20.0,134440.0,0.654,0.23,2.0,-14.256,1.0,0.0317,0.556,0.0311,0.168,0.614,75.415,4.0
19.0,193084.0,0.45,0.581,0.0,-7.806,0.0,0.04,0.496,0.0,0.118,0.463,61.227,3.0
20.0,152838.0,0.415,0.00478,7.0,-26.51,1.0,0.0513,0.994,0.958,0.11,0.587,68.765,4.0
20.0,192703.0,0.418,0.0314,0.0,-26.725,1.0,0.049,0.995,0.962,0.141,0.141,171.938,4.0
20.0,136303.0,0.48,0.0702,2.0,-19.369,1.0,0.0607,0.914,0.949,0.126,0.184,80.348,4.0
20.0,61989.0,0.744,0.00738,1.0,-31.114,1.0,0.0904,0.995,0.955,0.106,0.526,131.81,3.0
19.0,397973.0,0.562,0.434,9.0,-7.244,1.0,0.417,0.614,0.0,0.26,0.484,137.675,3.0
20.0,128194.0,0.423,0.0675,5.0,-23.632,1.0,0.0412,0.986,0.874,0.0974,0.21,143.84,4.0
